index,subject,question,answer,a,b,c,d
6110,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6111,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6112,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6113,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6114,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6115,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6116,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6117,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6118,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6119,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6120,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6121,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6122,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6123,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6124,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6125,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6126,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6127,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6128,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6129,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6130,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6131,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6132,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6133,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6134,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6135,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6136,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6137,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6138,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6139,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6140,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6141,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6142,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6143,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6144,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6145,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6146,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6147,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6148,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6149,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6150,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6151,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6152,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6153,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6154,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6155,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6156,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6157,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6158,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6159,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6160,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6161,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6162,gk,person का जन्म कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6163,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6164,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6165,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6166,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6167,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6168,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6169,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6170,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6171,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6172,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6173,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6174,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6175,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6176,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6177,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6178,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6179,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6180,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6181,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6182,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6183,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6184,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6185,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6186,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6187,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6188,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6189,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6190,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6191,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6192,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6193,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6194,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6195,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6196,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6197,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6198,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6199,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6200,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6201,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6202,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6203,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6204,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6205,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6206,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6207,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6208,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6209,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6210,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6211,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6212,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6213,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6214,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6215,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6216,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6217,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6218,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6219,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6220,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6221,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6222,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6223,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6224,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6225,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6226,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6227,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6228,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6229,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6230,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6231,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6232,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6233,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6234,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6235,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6236,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6237,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6238,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6239,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6240,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6241,gk,person का जन्म कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6242,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6243,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6244,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6245,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6246,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6247,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6248,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6249,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6250,gk,person का जन्म कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6251,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6252,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6253,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6254,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6255,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6256,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6257,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6258,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6259,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6260,gk,person का जन्म कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6261,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6262,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6263,gk,person का जन्म कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6264,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6265,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6266,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6267,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6268,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6269,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6270,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6271,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6272,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6273,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6274,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6275,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6276,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6277,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6278,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6279,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6280,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6281,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6282,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6283,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6284,gk,person का जन्म कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6285,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6286,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6287,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6288,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6289,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6290,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6291,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6292,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6293,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6294,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6295,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6296,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6297,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6298,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6299,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6300,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6301,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6302,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6303,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6304,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6305,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6306,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6307,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6308,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6309,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6310,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6311,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6312,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6313,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6314,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6315,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6316,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6317,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6318,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6319,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6320,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6321,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6322,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6323,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6324,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6325,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6326,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6327,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6328,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6329,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6330,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6331,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6332,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6333,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6334,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6335,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6336,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6337,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6338,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
